"module_name","Calendar Type","Credits"
"MBB262 Genetics 2","Spring Semester","20"
"MBB263 Microbiology 2","Spring Semester","20"
"MBB265 Practical Molecular Bioscience 2","Academic year","30"
"MBB266 Biostructures, Energetics and Synthesis","Autumn Semester","20"
"MBB267 Genes, Genomes and Chromosomes","Autumn Semester","20"
"MBB304 Plant Biotechnology","Spring Semester","10"
"MBB309 Membrane Protein Structure and Function","Autumn Semester","10"
"MBB310 Protein Folding and Misfolding in Disease","Spring Semester","10"
"MGT01001 Starting with the End in Mind I","Autumn Semester","0"
"MGT01002 Starting with the End in Mind II","Academic year","0"
"MGT01002 Starting with the End in Mind II","Autumn Semester","0"
"MGT102 Introduction to Management Accounting","Academic year","20"
"MGT11001 Futures First: Professional Self Management","Academic year","20"
"MGT11002 Business Economics in a Contemporary Society","Autumn Semester","10"
"MGT120 Introduction to Behaviour at Work","Spring Semester","10"
"MGT132 Introduction to Financial Accounting","Academic year","20"
"MGT133 Accounting and Finance for Managers","Academic year","20"
"MGT134 Business Management in Context","Autumn Semester","20"
"MGT136 Management Themes and Perspectives","Spring Semester","20"
"MGT137 Analysis for Decision Making A","Academic year","20"
"MGT138 Analysis for Decision Making B","Academic year","20"
"MGT142 Professional Development for Engineers","Autumn Semester","10"
"MGT143 Foundations in Financial Management","Academic year","20"
"MGT211 Intermediate Management Accounting","Autumn Semester","20"
"AER345 Aero Propulsion","Spring Semester","10"
"BIE6432 Introduction to Medical Device Regulation","Autumn Semester","15"
"BIE6433 Computational Biomechanics of Musculoskeletal System","Autumn Semester","15"
"BIE6434 Cardiovascular Biomechanics","Spring Semester","15"
"BIE6436 Human Movement Biomechanics","Spring Semester","15"
"MEC1000 Engineering Applications","Academic year","0"
"MEC102 Materials Under Stress","Spring Semester","10"
"MEC11001 Design and Manufacturing","Academic year","20"
"MEC11002 Autumn Integrative Project","Autumn Semester","25"
"MEC11003 Fundamental Engineering Science: Part 1","Autumn Semester","20"
"MEC11004 Fundamental Engineering Science: Part 2","Spring Semester","15"
"MEC11005 Spring Integrative Project","Spring Semester","40"
"MEC130 Engineering Techniques and Manufacturing Technology","Academic year","20"
"MEC133 Laboratory Skills for Mechanical Engineers","Academic year","10"
"MEC134 Engineering Mechanics","Academic year","20"
"MED310 Biological Basis of Brain Disease 1: Neurodegeneration","Spring Semester","10"
"MED621 Literature Review and Critical Analysis of Science","Academic year","15"
"MED623 Mechanisms of Neurodegenerative Disease","Academic year","15"
"MED624 Applied Neuroimaging, Neurophysiology and Psychiatry","Academic year","15"
"MED625 Research Project","Academic year","75"
"MED626 Formulating a Scientific Research Proposal","Academic year","15"
"MED627 Cerebrovascular disease and disorders of  consciousness","Academic year","30"
"MED628 Neuroinflammation (CNS) and diseases of the PNS","Academic year","30"
"MED629 Applied Neuroanatomy and Clinical Neuroscience","Academic year","30"
"MED630 Neurodegeneration","Academic year","30"
"MED633 Clinical Neurology Experiential Learning Module","Academic year","60"
"MED637 Clinical Neurology Research Project","Academic year","60"
"MED660 Molecular Neuroscience","Academic year","15"
"MED661 Neuro-Anatomy","Academic year","15"
"MED662 Basic Principles of Pathology and Histopathology","Academic year","15"
"MED663 Pathology and Modelling of Neurodegenerative Diseases","Academic year","15"
"MED664 Neuroinflammation, Neuro-Oncology & Neurovascular Pathology","Academic year","15"
"MED665 CNS Structure and Function","Academic year","15"
"MED671 Omics Techniques & Application to Genomic Medicine","Academic year","15"
"MED676 Bioinformatics, Data Interpretation & Data Quality Assurance in Genomic Analysis","Academic year","15"
"MED681 Professional & Research Skills","Academic year","15"
"NEU676 Advanced Bioinformatics: Clinical Bioinformatics and Personalization of Medicines","Academic year","15"
"MAT1610 Introduction to Materials Chemistry","Academic year","20"
"MAT1633 Kinetics, Thermodynamics and Phase Diagrams","Autumn Semester","10"
"MAT1643 Introduction to Mechanical Properties and Structural Materials","Academic year","20"
"MAT1820 Digital Skills for Materials","Academic year","10"
"MAT1910 Introduction to Nanoscience and Nanomaterials","Autumn Semester","10"
"MAT1920 Cradle to ?: Materials and the Environment","Spring Semester","10"
"MAT209 Cell and Molecular Biology","Spring Semester","10"
"MAT2110 Structure of Solid Materials","Autumn Semester","10"
"MAT2210 Deformation and Failure of Materials","Spring Semester","10"
"MAT2220 Functional Materials","Autumn Semester","10"
"MAT2310 Industrial Materials Processing","Autumn Semester","20"
"MAT2320 Microstructure and Thermodynamics of Materials","Spring Semester","20"
"MAT2350 Materials Selection and Fracture Mechanics","Spring Semester","10"
"MAT2410 Biomaterials II","Spring Semester","10"
"MAT2510 Tissue Structure and Function","Autumn Semester","10"
"MAT2530 Biology and Chemistry of Living Systems II","Autumn Semester","10"
"MAT2600 Materials for Structural Engineering","Spring Semester","10"
"MAT2730 Selection and Processing of Aerospace Materials","Autumn Semester","10"
"MAT2840 Heat Transfer and Diffusion","Spring Semester","10"
"MAT2920 Materials and Energy","Autumn Semester","10"
"MAT2930 Perspectives in Materials Research","Spring Semester","10"
"LAW6012 Business Law and Practice","Autumn Semester","0"
"LAW6013 Property Law and Practice","Autumn Semester","0"
"LAW6018 Personal Injury Litigation","Spring Semester","0"
"LAW6021 Acquisitions and Mergers","Spring Semester","0"
"LAW6022 Understanding Law and Legal Systems","Autumn Semester","0"
"LAW6024 Law of Property","Spring Semester","0"
"LAW6025 Constitutional Law","Autumn Semester","0"
"LAW6026 Administrative Law","Spring Semester","0"
"LAW6028 Law of Crime","Spring Semester","0"
"LAW6029 Equity and Trusts","Autumn Semester","0"
"LAW6044 Wills and Administration of Estates","Autumn Semester","0"
"LAW6045 Dissertation","Academic year","60"
"LAW6046 Law of Torts","Spring Semester","0"
"LAW6075 Contract Law","Autumn Semester","0"
"LAW6098 Fundamentals of Intellectual Property Law","Autumn Semester","15"
"LAW6099 EU External Relations Law","Spring Semester","15"
"LAW61002 Criminality, Victimhood and War","Spring Semester","15"
"LAW61004 Legal Tech and Lawyering in the Digital Age","Autumn Semester","15"
"LAW61004 Legal Tech and Lawyering in the Digital Age","Spring Semester","15"
"LAW61006 Freedom of Expression in the Digital Age","Spring Semester","15"
"LAW61008 Law and Development","Spring Semester","15"
"MAS212 Scientific Computing and Simulation","Autumn Semester","10"
"MAS220 Algebra","Academic year","20"
"MAS221 Analysis","Academic year","20"
"MAS222 Differential Equations","Academic year","20"
"MAS223 Statistical Inference and Modelling","Academic year","20"
"MAS241 Mathematics II (Electrical)","Autumn Semester","10"
"MAS248 Mathematics III (Chemical)","Autumn Semester","10"
"MAS250 Mathematics II (Materials)","Autumn Semester","10"
"MAS252 Further Civil Engineering Mathematics and Computing","Autumn Semester","10"
"MAS253 Mathematics for Engineering Modelling","Autumn Semester","10"
"MAS254 Computational and Numerical Methods","Spring Semester","10"
"MAS261 Further General Engineering Mathematics","Academic year","15"
"MAS275 Probability Modelling","Spring Semester","10"
"MAS279 Career Development Skills","Academic year","10"
"MAS280 Mechanics and Fluids","Spring Semester","10"
"MAS286 Mathematics and Statistics in Action","Spring Semester","10"
"MAS301 Group Project","Autumn Semester","10"
"MAS302 Undergraduate Ambassadors Scheme in Mathematics","Academic year","20"
"MAS303 Placement Year for Mathematics Degrees","Academic year","120"
"MAS310 Continuum Mechanics","Autumn Semester","10"
"MAS31001 Generalised Linear models","Spring Semester","10"
"MAS314 Introduction to Relativity","Autumn Semester","10"
"MBB31002 Literature Review","Academic year","20"
"MBB311 Molecular Immunology","Autumn Semester","10"
"MBB313 Genome Stability and Genetic Change","Spring Semester","10"
"MBB323 Microbial Structure and Dynamics: Genes and Populations","Autumn Semester","10"
"MBB325 The World of RNA","Autumn Semester","10"
"MBB329 The Genetics of Human Disease","Autumn Semester","10"
"MBB334 Biochemical Basis of Human Disease","Spring Semester","10"
"MBB335 Bacterial Pathogenicity","Spring Semester","10"
"MBB340 The Microbiology of Extreme Environments","Spring Semester","10"
"MBB343 Biochemical Signalling","Autumn Semester","10"
"MBB344 Genomic Science","Autumn Semester","10"
"MBB345 Human Reproduction and Fertility","Spring Semester","10"
"MBB346 Genetic pathways from zygote to organism","Autumn Semester","10"
"MBB362 Biochemistry Data Handling","Academic year","10"
"MBB363 Genetics Data Handling","Academic year","10"
"MBB364 Microbiology Data Handling","Academic year","10"
"MBB380 Project","Academic year","30"
"MGT217 Budgeting and Control","Spring Semester","20"
"MGT218 Business Intelligence","Autumn Semester","20"
"MGT219 Organisational Behaviour","Autumn Semester","20"
"MGT223 Business Statistics","Spring Semester","20"
"MGT225 Intermediate Financial Accounting","Spring Semester","20"
"MGT226 Human Resource Management","Spring Semester","20"
"MGT227 Corporate Governance","Autumn Semester","20"
"MGT229 Enterprise and Entrepreneurship","Autumn Semester","20"
"MGT230 Introduction to Corporate Finance and Asset Pricing","Spring Semester","20"
"MGT231 Business Strategy","Autumn Semester","20"
"MGT233 Essentials of Marketing","Spring Semester","20"
"MGT243 Career Management Theory and Practice","Spring Semester","20"
"MGT244 Study Abroad 1","Spring Semester","20"
"MGT245 Study Abroad 2","Spring Semester","20"
"MGT246 Study Abroad 3","Spring Semester","20"
"MGT247 Study Abroad 4","Autumn Semester","20"
"MGT248 Study Abroad 5","Autumn Semester","20"
"MGT249 Study Abroad 6","Autumn Semester","20"
"MGT250 Financial Management","Autumn Semester","20"
"MGT253 Principles of Operations Management","Spring Semester","20"
"MGT255 Leadership and Teamwork","Autumn Semester","20"
"MEC201 Dynamics of Structures and Machines","Spring Semester","10"
"MEC202 Mechanics of Deformable Solids","Autumn Semester","10"
"MEC203 Heat Transfer","Spring Semester","10"
"MEC205 Design of Engineering Components","Autumn Semester","10"
"MEC208 Fluids Engineering","Autumn Semester","10"
"MEC209 Design of Structures, Machines and Systems","Spring Semester","10"
"MEC21001 Dynamics I","Spring Semester","10"
"MEC302 Integrity of Materials and Components","Autumn Semester","10"
"MEC303 Advanced Engineering Thermodynamic Cycles","Autumn Semester","10"
"MEC304 Manufacturing Systems","Autumn Semester","10"
"MEC306 The Professional Responsibility of Engineers","Spring Semester","10"
"MEC307 Group Design Project","Spring Semester","20"
"MEC312 Advanced Mechanics of Solids","Spring Semester","10"
"MEC313 Finite Element Techniques","Spring Semester","10"
"MEC315 Investigative Project","Academic year","30"
"MEC316 Renewable Energy","Spring Semester","10"
"MEC320 Computational Fluid Dynamics","Spring Semester","10"
"MEC321 Control Engineering for Mechanical Engineers","Autumn Semester","10"
"MEC322 Anatomy and Physiology for Engineers","Autumn Semester","10"
"MEC323 Fluid Biomechanics","Spring Semester","10"
"MEC326 Structural Vibration","Autumn Semester","10"
"MEC327 Structural Vibration","Spring Semester","10"
"MEC328 Managing Engineering Projects and Teams","Spring Semester","10"
"MEC329 Additional Individual Project","Graduate Year","0"
"MAT300 Tissue Engineering Approaches to Failure in Living Systems","Spring Semester","20"
"MAT306 Composite Materials and Micromechanics","Autumn Semester","10"
"MAT320 Scientific Writing","Autumn Semester","10"
"MAT3210 Advanced Functional Materials","Spring Semester","10"
"MAT333 Metals","Autumn Semester","10"
"MAT3330 Industrial Placement: Part 1","Spring Semester","20"
"MAT3331 Industrial Training Programme: Nuclear Materials","Autumn Semester","15"
"MAT3332 Advanced Ceramics","Spring Semester","10"
"MAT3333 Engineering Alloys","Autumn Semester","15"
"MAT3334 Advanced Materials Manufacturing: Part I","Spring Semester","15"
"MAT3335 Industrial Training Programme: Inorganic Materials","Spring Semester","15"
"MAT3430 Materials for Biological Applications","Autumn Semester","10"
"MAT3442 Glasses","Spring Semester","10"
"MAT3444 Advanced Materials Manufacturing: Part I","Spring Semester","10"
"MAT356 Literature Survey and Project","Academic year","30"
"MAT356 Literature Survey and Project","Autumn Semester","30"
"MAT360 Mini Guided Project","Academic year","30"
"MAT372 Group Projects in Bioengineering","Spring Semester","20"
"MLT01024 Catalan Beginner 1","Autumn Semester","10"
"MLT01025 Catalan Beginner 2","Spring Semester","10"
"MLT01026 Catalan Intermediate 1","Autumn Semester","10"
"MLT01027 Catalan Intermediate 2","Spring Semester","10"
"MLT01028 Czech Beginner 1","Autumn Semester","10"
"MLT01029 Czech Beginner 2","Spring Semester","10"
"MLT01030 Czech Intermediate 1","Autumn Semester","10"
"MLT01031 Czech Intermediate 2","Spring Semester","10"
"LAW61019 International Law and the Protection of Foreign Investment","Autumn Semester","15"
